soru,sinif
"İntikalde maskem takılıyken bilinmeyen sıvı gördüm, bunu kime bildireyim?",savaş yönergeleri
KBRN alarmında araç yakınındayken maskeyi hemen mi takayım?,savaş yönergeleri
"İntikalde maskem takılıyken kimyasal koku alıyorum, nasıl güvenli uzaklaşırız?",savaş yönergeleri
"İntikal sırasında bilinmeyen sıvıya maruz kaldık, dekontaminasyon noktası uzaktayken önce kime bildireyim?",savaş yönergeleri
"KBRN alarmı var, aracın yanında koruyucu ekipman eksik; ilk ne yapalım?",savaş yönergeleri
"Nöbet yerinde bilinmeyen sıvıya maruz kaldık, dekontaminasyon noktası uzakken önce kime haber vereyim?",savaş yönergeleri
KBRN alarmında açık alandaysak maskeyi hemen mi takmalıyım?,savaş yönergeleri
"İntikalde üzerime bilinmeyen sıvı sıçradı, maskem takılıyken bunu kime ve nasıl bildireyim?",savaş yönergeleri
"KBRN alarmı verildi, aracın yanındayım ve maskem yanımda; önce ne yapayım?",savaş yönergeleri
"Nöbet yerinde kimyasal koku var, maskem takılıyken bunu kime önce bildireyim?",savaş yönergeleri
"İntikal sırasında bilinmeyen sıvıya temas ettik, dekontaminasyon noktası uzakken nasıl güvenli uzaklaşırız?",savaş yönergeleri
"Araç yakınındaki şüpheli duman için ilk ne yapayım, maskem yanımda?",savaş yönergeleri
"Nöbet yerinde maskem takılıyken kimyasal koku alırsam bunu kime, hangi sırayla bildireyim?",savaş yönergeleri
Araç yakınındaki şüpheli duman için koruyucu ekipmanımız yokken ilk ne yapalım?,savaş yönergeleri
"Nöbet yerinde kimyasal koku var, dekontaminasyon noktası uzakken bunu kime ve hangi sırayla bildireyim?",savaş yönergeleri
"İntikal sırasında kimyasal koku aldık, maskeler takılıyken güvenli şekilde nasıl uzaklaşalım?",savaş yönergeleri
Alacakaranlıkta gözetlemeye yakalanmadan doğal örtüyle nasıl gizlenebiliriz?,savaş yönergeleri
Ani temas olursa tepe yamacında mevziyi nereye kurayım?,savaş yönergeleri
Orman kenarında uzaktan gözleme karşı mevzi hazırlarken önce neye öncelik verelim?,savaş yönergeleri
Açık arazide yakın temas olursa doğal örtüyle nasıl gizlenelim?,savaş yönergeleri
Açık arazide yakın temas ihtimaline karşı kamuflaj ağını nasıl kullanıp gizlenelim?,savaş yönergeleri
Açık arazide gözetlemeye yakalanmadan doğal örtüyle nasıl gizlenebiliriz?,savaş yönergeleri
Alacakaranlıkta yakın temas ihtimali varken doğal örtüyü kullanarak nasıl gizlenelim?,savaş yönergeleri
Orman kenarında ani temas ihtimalinde az zaman varken önce mevzi mi yoksa gizlenme mi?,savaş yönergeleri
Açık arazide gözetlemeye yakalanmamak için kamuflaj ağını nasıl kullanalım?,savaş yönergeleri
"Tepe yamacında ani temas ihtimaline karşı önce mevzi mi kazalım, gizlenmeye mi öncelik verelim?",savaş yönergeleri
Alacakaranlıkta gözetlemeye yakalanmamak için doğal örtüde ışık disiplinini nasıl uygularız?,savaş yönergeleri
Açık arazide yakın temas ihtimaline karşı kamuflaj ağını kullanırken ışık disiplinini nasıl sağlamalıyız?,savaş yönergeleri
Orman kenarında uzaktan görünmeden mevziyi nereye kazalım?,savaş yönergeleri
"Tepe yamacında uzaktan gözleme karşı, az vaktimiz varken önce mevzi mi gizlenme mi?",savaş yönergeleri
"Orman kenarında uzaktan gözleme karşı önce mevzi mi kazalım, gizlenmeye mi önem verelim?",savaş yönergeleri
Açık arazide gözetlemeye yakalanmamak için kamuflaj ağını kullanırken ışık disiplinini nasıl sağlamalıyız?,savaş yönergeleri
"Tepe yamacında ani temas ihtimali varken az zamanda önce mevzi mi hazırlayalım, gizlenelim mi?",savaş yönergeleri
"Tepe yamacında uzaktan gözleme karşı önce mevziyi mi hazırlayalım, yoksa gizlenmeyi mi?",savaş yönergeleri
Alacakaranlıkta yakın temas ihtimali varken kamuflaj ağını nasıl kullanıp daha iyi gizlenebiliriz?,savaş yönergeleri
Alacakaranlıkta yakın temas ihtimaline karşı kamuflaj ağını nasıl kullanalım?,savaş yönergeleri
Uzaktan gözetlemeye karşı tepe yamacında mevziyi nereye kurmalıyız?,savaş yönergeleri
Uzaktan görünmeyecek mevziyi bu yamaçta nereye kuralım?,savaş yönergeleri
Açık arazide yakın temas ihtimali varken kamuflaj ağını kullanıp ışık disiplinini nasıl sağlayalım?,savaş yönergeleri
Tepe yamacında ani temas için mevziyi nereye kurayım?,savaş yönergeleri
Orman kenarında uzaktan gözetlemeye karşı mevziyi nereye kazalım?,savaş yönergeleri
Alacakaranlıkta gözetlemeye yakalanmadan kamuflaj ağını nasıl kullanalım?,savaş yönergeleri
Tepe yamacında ani temas ihtimaline karşı az zamanda önce neyi hazırlayalım?,savaş yönergeleri
"Tepe yamacında uzaktan gözetlenmeden mevziyi nereye kurayım, zaman az?",savaş yönergeleri
Alacakaranlıkta yakın temas ihtimali varken kamuflaj ağını kullanıp ışık disiplinini nasıl sağlayalım?,savaş yönergeleri
Alacakaranlıkta gözetlemeye yakalanmadan kamuflaj ağını nasıl kullanıp gizlenelim?,savaş yönergeleri
Açık arazide gözetlemeye yakalanmamak için doğal örtüde ışık disiplinini nasıl sağlarım?,savaş yönergeleri
Alacakaranlıkta gözetlenmemek için doğal örtüyü nasıl kullanalım?,savaş yönergeleri
Tepe yamacında uzaktan gözleme karşı mevzi hazırlarken önce ne yapalım?,savaş yönergeleri
"Ani temas ihtimalinde, az vaktimiz varken orman kenarında mevziyi nereye kurup gizlenelim?",savaş yönergeleri
"Orman kenarında ani temas ihtimaline karşı, az vaktimiz varken mevzide önce neyi hazırlayalım?",savaş yönergeleri
Ani temas ihtimaline karşı tepe yamacında mevziyi nereye kurup gizlenelim?,savaş yönergeleri
Alacakaranlıkta yakın temas varken doğal örtüden nasıl gizlenelim?,savaş yönergeleri
Tepe yamacında uzaktan gözleme karşı mevzi kazarken önce neye dikkat edelim?,savaş yönergeleri
Alacakaranlıkta doğal örtü kullanırken ışık disiplinini nasıl koruyalım?,savaş yönergeleri
Sabah nöbet devrinde harita yanımdayken nelere dikkat etmeliyim?,savaş yönergeleri
Girişte şüpheli bir hareket olursa ikili nöbette önce kime haber vereceğiz?,savaş yönergeleri
"Sabah nöbet değişiminde mayın şüphesi varsa, haritayla nasıl güvenli hareket edelim?",savaş yönergeleri
"Giriş noktasında şüpheli bir hareket var, tek başımayım; önce ne yapayım?",savaş yönergeleri
"Girişte tanımadığımız bir araç var, ikili nöbette ilk ne yapalım?",savaş yönergeleri
"Gece ikili nöbette şüpheli bir hareket gördük, ilk ne yapalım?",savaş yönergeleri
Arazi geçişinde nöbet devrini güvenli yapmak için haritayı nasıl kullanayım?,savaş yönergeleri
Arazi geçişinde mayın şüphesi varsa el feneriyle nasıl güvenli hareket edelim?,savaş yönergeleri
Gece nöbetinde tek başımayken şüpheli bir hareket görürsem önce ne yapmalıyım?,savaş yönergeleri
Sabah nöbet devrinde el feneri varken güvenlik için ne yapmalıyız?,savaş yönergeleri
"Girişte tanımadığım bir araç var, tek başımayım, önce ne yapayım?",savaş yönergeleri
"Arazi geçişinde mayın şüphesi varsa, el feneriyle nasıl bildirim yapmalıyım?",savaş yönergeleri
Arazi geçişinde mayın şüphesi varsa haritayla doğru bildirimi nasıl yapayım?,savaş yönergeleri
"Arazi geçişinde nöbet devrini nasıl bildireyim, el feneri var?",savaş yönergeleri
Arazi geçişinde nöbet devrini el feneriyle nasıl güvenli yapalım?,savaş yönergeleri
Arazi geçişindeki nöbet devrini haritayla nasıl doğru bildiririm?,savaş yönergeleri
Sabah nöbet değişiminde mayın şüphesi varsa el feneriyle ne yapmalıyız?,savaş yönergeleri
Sabah nöbet devrinde harita yanımdaysa bunu nasıl bildirmeliyim?,savaş yönergeleri
Gece nöbetinde tanımadığım bir araç yaklaşırken tek başımaysam önce ne yapmalıyım?,savaş yönergeleri
Sabah nöbet devrinde el feneri olduğunu nasıl bildireyim?,savaş yönergeleri
Gece ikili nöbette tanımadığımız bir araç görünce önce ne yapalım?,savaş yönergeleri
Gece ikili nöbette tanımadığımız bir araç görürsek önce kime haber verelim?,savaş yönergeleri
Sabah nöbet değişiminde mayın şüphesini haritayla nasıl doğru bildiririm?,savaş yönergeleri
Arazide mayın şüphesi varsa haritadaki konumu nasıl bildirmeliyim?,savaş yönergeleri
"Girişte tanımadığımız bir araç var, ikili nöbetteyken kime haber vermeliyim?",savaş yönergeleri
"Sabah nöbet değişiminde mayın şüphesini nasıl bildireyim, el feneri var?",savaş yönergeleri
"Girişte şüpheli bir hareket var, ikili nöbette ilk ne yapalım?",savaş yönergeleri
Gece nöbetinde şüpheli bir hareket görürsem kime haber vereyim?,savaş yönergeleri
Sabah değişiminde mayın şüphesini nasıl bildirmeliyim?,savaş yönergeleri
Gece nöbetinde tanınmayan araç görünce önce kimi haberdar etmeliyiz?,savaş yönergeleri
Arazi geçişinde nöbet devrini yaparken el feneri olduğunu nasıl bildireyim?,savaş yönergeleri
Arazi geçişinde mayın şüphesi varsa doğru bildirimi nasıl yapmalıyım?,savaş yönergeleri
"Gece nöbetinde şüpheli bir hareket gördüm, tek başımayım; kime haber vermeliyim?",savaş yönergeleri
Giriş noktasındaki şüpheli hareketi tek başımayken kime bildirmeliyim?,savaş yönergeleri
Arazi geçişinde nöbet devrini el feneriyle nasıl bildireyim?,savaş yönergeleri
"Arazi geçişinde nöbet devrini nasıl bildireyim, el feneri var mı?",savaş yönergeleri
Telsizden kısa durum raporu verirken hangi sırayı izlemeliyim?,savaş yönergeleri
Çağrı adlarını kullanırken konuşmaya nasıl başlamalıyım?,savaş yönergeleri
Mesajım anlaşılmadıysa telsizden nasıl tekrar etmeliyim?,savaş yönergeleri
Acil durum raporunu normal trafikten nasıl ayırırım?,savaş yönergeleri
Konum raporu verirken hangi bilgileri aktarmak gerekir?,savaş yönergeleri
Personel durumunu kısa bir raporda nasıl ifade ederim?,savaş yönergeleri
Ekipman arızasını telsizden nasıl bildirmeliyim?,savaş yönergeleri
Yanlış söylediğim bilgiyi telsizde nasıl düzeltirim?,savaş yönergeleri
Rapor sonunda tekrar teyit istemek ne zaman gerekir?,savaş yönergeleri
Telsiz konuşmalarını neden kısa tutmak gerekir?,savaş yönergeleri
Rutin durum raporunda hangi başlıklar bulunmalı?,savaş yönergeleri
Telsizden yardım talebi verirken hangi bilgiler önceliklidir?,savaş yönergeleri
Nöbeti devralırken önce hangi bilgileri öğrenmeliyim?,savaş yönergeleri
Nöbet değişiminde ekipman durumu nasıl aktarılmalı?,savaş yönergeleri
Yetkisiz biri kontrol noktasına gelirse ne yapmalıyım?,savaş yönergeleri
Nöbet yerindeki giriş çıkışları nasıl kaydetmeliyim?,savaş yönergeleri
Kimlik kontrolünde hangi sırayı izlemeliyim?,savaş yönergeleri
Gece nöbetinde görüş alanını nasıl düzenli kontrol ederim?,savaş yönergeleri
Şüpheli paket görürsem nasıl davranmalıyım?,savaş yönergeleri
Beklenmeyen bir araç yaklaşırsa hangi kontroller yapılır?,savaş yönergeleri
Alarm verildiğinde nöbetçinin ilk sorumluluğu nedir?,savaş yönergeleri
Devir teslim kaydına hangi olayları yazmalıyım?,savaş yönergeleri
Nöbet sırasında dikkat kaybını azaltmak için ne yapılabilir?,savaş yönergeleri
Kontrol noktasında kalabalık oluşursa güvenliği nasıl korurum?,savaş yönergeleri
Nöbet alanında bulunan arızalı ekipmanı nasıl bildirmeliyim?,savaş yönergeleri
Pusulayla yön belirlerken hangi temel adımları izlemeliyim?,savaş yönergeleri
Haritada kuzeyi hangi işaretlerden anlayabilirim?,savaş yönergeleri
Harita ölçeğinden gerçek mesafeyi nasıl hesaplarım?,savaş yönergeleri
Yükselti eğrileri arazinin şeklini nasıl gösterir?,savaş yönergeleri
Haritada bulunduğum noktayı doğrulamak için ne yapabilirim?,savaş yönergeleri
Bir kontrol noktasını haritada nasıl işaretlerim?,savaş yönergeleri
Rota seçerken arazi eğimini nasıl değerlendirmeliyim?,savaş yönergeleri
Gece yürüyüşünde yön kaybını azaltmak için ne yapmalıyım?,savaş yönergeleri
Yol ayrımında doğru rotayı nasıl doğrularım?,savaş yönergeleri
Pusula sapmasını yön hesabında nasıl dikkate alırım?,savaş yönergeleri
Arazide kalan mesafeyi nasıl yaklaşık hesaplayabilirim?,savaş yönergeleri
Rota üzerindeki belirgin arazi işaretlerini nasıl seçerim?,savaş yönergeleri
İntikal öncesinde harita kontrolünde nelere bakmalıyım?,savaş yönergeleri
Koordinat verildiğinde noktayı haritada nasıl bulurum?,savaş yönergeleri
Harita ıslandığında yön bulmayı sürdürmek için ne yapabilirim?,savaş yönergeleri
Korunaklı bir bekleme noktası seçerken nelere dikkat etmeliyim?,savaş yönergeleri
Gizlenme ile fiziksel korunma arasındaki fark nedir?,savaş yönergeleri
Bir bekleme noktasının görüş alanını nasıl kontrol ederim?,savaş yönergeleri
Gece beklerken ışık disiplinine nasıl dikkat etmeliyim?,savaş yönergeleri
Çevrede gereksiz iz bırakmamak için nelere dikkat edilir?,savaş yönergeleri
Bekleme noktasında gereksiz hareket neden sınırlandırılır?,savaş yönergeleri
Yağmur ve rüzgâr korunaklı yer seçimini nasıl etkiler?,savaş yönergeleri
Gözlem noktası seçerken hangi güvenlik unsurlarına bakmalıyım?,savaş yönergeleri
Bekleme alanına giriş çıkış yolunu nasıl güvenli tutarım?,savaş yönergeleri
Açık bir sırt hattında görünür olmamak neden önemlidir?,savaş yönergeleri
Doğal çevreyi bozmadan gizlenme nasıl sürdürülür?,savaş yönergeleri
Uzun süre kalınacak noktayı ne sıklıkla yeniden değerlendirmeliyim?,savaş yönergeleri
Alternatif çıkış yolunun önceden belirlenmesi neden önemlidir?,savaş yönergeleri
Korunaklı alan seçerken su baskını riskini nasıl değerlendiririm?,savaş yönergeleri
KBRN alarmı verildiğinde ilk olarak ne yapmalıyım?,savaş yönergeleri
Koruyucu maskeyi hangi durumda hemen takmalıyım?,savaş yönergeleri
Maskenin yüzüme tam oturduğunu nasıl kontrol ederim?,savaş yönergeleri
KBRN olayında rüzgâr yönü neden önemlidir?,savaş yönergeleri
Şüpheli yüzeylere çıplak elle dokunmak neden sakıncalıdır?,savaş yönergeleri
Dekontaminasyonun temel amacı nedir?,savaş yönergeleri
Koruyucu kıyafette hasar olup olmadığını nasıl kontrol ederim?,savaş yönergeleri
Şüpheli kimyasal koku fark edersem ilk davranışım ne olmalı?,savaş yönergeleri
Biyolojik tehditte kişisel hijyen neden daha önemlidir?,savaş yönergeleri
Dekontaminasyon alanında hangi sıraya uymak gerekir?,savaş yönergeleri
Silahını bırakan birine karşı güç kullanmak ne zaman yasaktır?,savaş yönergeleri
Esir alınan kişinin temel hakları nelerdir?,savaş yönergeleri
Yaralı düşman personeline tıbbi yardım nasıl ele alınmalıdır?,savaş yönergeleri
Angajman kurallarını görev öncesinde neden bilmek gerekir?,savaş yönergeleri
Esirlerin kötü muamele görmesini önlemek kimin sorumluluğudur?,savaş yönergeleri
Teslim işareti gösteren kişiye yaklaşırken hangi ilkeler geçerlidir?,savaş yönergeleri
Sivil bölgelerde güç kullanımında hangi sınırlamalar gözetilir?,savaş yönergeleri
Esirden bilgi alınırken hangi davranışlar yasaktır?,savaş yönergeleri
Yaralı esirlerin tedavisinde ayrım yapılabilir mi?,savaş yönergeleri
Çatışmaya katılmayan kişiler neden özel olarak korunur?,savaş yönergeleri
Esirlerin kişisel eşyaları nasıl kayıt altına alınmalıdır?,savaş yönergeleri
Uluslararası insancıl hukuk sivilleri hangi durumlarda korur?,savaş yönergeleri
Devriyedeyken karşı taraf beni duymuyorsa telsiz kontrolü için ne demeliyim?,savaş yönergeleri
Görev başında çağrı işaretimi telsizden nasıl vermeliyim?,savaş yönergeleri
"Görev başında telsiz kontrolü, beni duyuyor musunuz?",savaş yönergeleri
Gözetleme noktasından ikmal talebini öncelikli olarak nasıl rapor etmeliyim?,savaş yönergeleri
Görev başında çağrı işaretimi verirken karşı taraf duymuyorsa telsizde ne demeliyim?,savaş yönergeleri
"Komutanım, intikal öncesi gözlem raporunu hangi öncelikle ileteyim?",savaş yönergeleri
İntikal öncesi ikmal talebini telsizden kısa nasıl sıralayayım?,savaş yönergeleri
"Merkez, göreve başlamadan telsiz kontrolü yapalım mı, kanal net gelmiyor?",savaş yönergeleri
İntikal öncesi gözlem raporunu telsizde kısa nasıl geçeyim?,savaş yönergeleri
Gözetleme noktasından ikmal talebini telsizde kısa nasıl rapor ederim?,savaş yönergeleri
"Devriyedeyim, telsiz kontrolü yapıyorum ama beni duyuyor musunuz?",savaş yönergeleri
Gözetleme noktasındaki gözlem raporunu kısa ve düzgün nasıl sıralayayım?,savaş yönergeleri
"Görev başında telsiz kontrolü yapıyorum, beni duyuyor musunuz?",savaş yönergeleri
İntikal öncesi gözlem raporunu kısa tutmak için nasıl sıralayayım?,savaş yönergeleri
Görev başlangıcında çağrı işaretimi duyamıyor musunuz?,savaş yönergeleri
İntikal öncesi ikmal talebini telsizde öncelikli nasıl bildiririm?,savaş yönergeleri
"Merkez, görev başlangıcında telsiz kontrolü yapıyorum, kanal net değil, iletişimi düzeltebilir miyiz?",savaş yönergeleri
Gözetleme noktasındaki ikmal talebini raporda hangi öncelikle bildireyim?,savaş yönergeleri
İntikal öncesi ikmal talebini telsizden kısa nasıl rapor etmeliyim?,savaş yönergeleri
"Devriyedeyiz, çağrı işaretini verin; kanal net değil, iletişimi düzeltelim mi?",savaş yönergeleri
"Devriye sırasında telsiz kontrolü yapıyorum, kanal net değil, bağlantıyı düzeltebilir misiniz?",savaş yönergeleri
Görev başında telsiz kontrolü için hangi kanalı söylemeliyim?,savaş yönergeleri
"Görev başlangıcında çağrı işaretimi veriyorum, beni duyuyor musunuz?",savaş yönergeleri
Görev başında telsiz kontrolü için kanal net mi diye nasıl sorayım?,savaş yönergeleri
Gözetleme noktasındaki gözlem raporunu hangi öncelikle ileteyim?,savaş yönergeleri
Görev başında karşı taraf duymuyorsa telsiz kontrolünü nasıl söylemeliyim?,savaş yönergeleri
Devriyedeyken telsiz kontrolü için doğru ifade ne?,savaş yönergeleri
Gözetleme noktasındaki gözlem raporunu telsizden kısa nasıl ileteyim?,savaş yönergeleri
Gözetleme noktasından gözlem raporunu telsiz disiplinine uygun kısa nasıl ileteyim?,savaş yönergeleri
Görev başında telsiz kontrolü için hangi kanalı kullanayım?,savaş yönergeleri
Görev başında kanal net değilken telsiz kontrolünü nasıl yapayım?,savaş yönergeleri
"Devriyedeyiz, çağrı işaretimi veriyorum ama kanal net değil, bağlantıyı düzeltebilir misiniz?",savaş yönergeleri
"Merkez, intikal öncesi ikmal talebimi öncelikli olarak bildiriyorum, alındı mı?",savaş yönergeleri
Görev başında çağrı işaretimi verip telsizden nasıl seslenmeliyim?,savaş yönergeleri
"Görev başında çağrı işaretimi veriyorum, beni duyuyor musunuz?",savaş yönergeleri
Gözetleme noktasındaki 15 kilometrelik hattın 3/5’i tarandıysa kaç kilometresi kaldı?,matematik
Telsiz bataryalarının 240 dakikalık kullanım süresini 8 devriyeye paylaştırırsak devriye başına kaç dakika düşer?,matematik
Nöbet çizelgesinde 18 personelden 5’i izinliyse görevdeki personel sayısı kaç olur?,matematik
"Komutanım, 300 metrelik emniyet şeridinin her 25 metresine bir işaret konursa kaç işaret gerekir?",matematik
Birliğin 84 personeli 7 manga halinde düzenlenirse her mangada kaç personel bulunur?,matematik
Saha anteni 12 metre yüksekliğe çıkarılıp 3 metre indirildiyse son yüksekliği kaç metredir?,matematik
"Komutanım, 160 kilometrelik güzergâhın dörtte biri kapalıysa açık kalan mesafe kaç kilometredir?",matematik
"Komutanım, 72 fişeğin 1/3’ü eğitim için ayrılırsa görev stoğunda kaç fişek kalır?",matematik
Saha hastanesinde 14 sedye dolu ve 6 sedye boşsa toplam sedye kapasitesi kaçtır?,matematik
Konvoydaki 5 aracın her biri 18 kasa taşıyorsa toplam kaç kasa taşınır?,matematik
"Komutanım, 1000 metrelik pistin 450 metresi temizlendiyse temizlenmesi gereken kaç metre kalmıştır?",matematik
Telsiz rölesi her 30 dakikada bir kontrol edilecekse 3 saat içinde kaç kontrol yapılır?,matematik
"Komutanım, 40 litrelik yakıt bidonlarının 7 tanesi toplam kaç litre yakıt taşır?",matematik
Nöbet değişimi 18.40’ta başlayıp 19.25’te bittiyse kaç dakika sürmüştür?,matematik
"Haritadaki iki mevzi arasındaki gerçek mesafe 12 kilometre, araç hızı saatte 60 kilometreyse ulaşım kaç dakika sürer?",matematik
"Komutanım, 27 personelin 9’u sağlık kontrolündeyse göreve hazır personel sayısı kaçtır?",matematik
Cephanelikteki 500 merminin yüzde 10’u ayrılırsa geriye kaç mermi kalır?,matematik
Üç günlük görev için günde 14 litre su tüketilecekse toplam su ihtiyacı kaç litredir?,matematik
"Komutanım, intikal için üç depo yakıtla kaç kilometre gideriz?",matematik
Vardiya planı için dört ölçümün ortalaması kaç adet?,matematik
İntikal için iki buçuk kilometre kaç metre eder?,matematik
Vardiya planında dört ölçümün dakika cinsinden yüzdesini hesaplar mısın?,matematik
Vardiya planında dört ölçümün yüzde kaçı tutuyor?,matematik
Vardiya planında dört ölçümün yüzde kaçını hesaplamamız gerekiyor?,matematik
İntikal için yakıt oranını metre ve kilometreye göre iki buçuk kilometrede nasıl hesaplarız?,matematik
Malzeme sayımında on iki kişinin yüzde kaçı kaç dakika sürer?,matematik
"Komutanım, intikal planında üç deponun mesafesini metre yerine kilometreye nasıl çeviririm?",matematik
Vardiya planı için dört ölçümün dakika ortalaması kaç?,matematik
İkmal hesabında üç deponun yakıt oranını metre ve kilometreye göre nasıl hesaplarız?,matematik
Malzeme sayımında on iki kişinin süre ortalaması kaç dakika?,matematik
İkmal hesabında iki buçuk kilometre kaç litre ve mililitre eder?,matematik
"Malzeme sayımında on iki kişinin yüzde kaçı eksik, kaç dakika sürer?",matematik
On iki kişinin yüzde kaçı malzeme sayımını bitirdi?,matematik
"Malzeme sayımında on iki kişinin yüzde kaçı eksik, söyleyebilir misin?",matematik
İkmal hesabında üç deponun yakıt oranını litre ve mililitre olarak nasıl hesaplarız?,matematik
Malzeme sayımında on iki kişinin ortalaması kaç adet?,matematik
On iki malzemenin yüzde kaçı eksik?,matematik
Vardiya planında dört dakika toplamın yüzde kaçı?,matematik
İntikal planında üç deponun yakıt oranı kaç litre ve mililitre?,matematik
Vardiya planında dört ölçümün yüzde kaçı adet ediyor?,matematik
Malzeme sayımındaki dört ölçümün yüzde kaçını hesaplayayım?,matematik
İntikal planında iki buçuk kilometreyi litre ve mililitreye nasıl çeviririz?,matematik
"Komutanım, ikmal hesabında iki buçuk kilometre için kaç litre ve mililitre gerekir?",matematik
Vardiyada on iki kişinin yüzde kaçı eksik?,matematik
Malzeme sayımında dört ölçümün yüzde kaçı dakika ediyor?,matematik
Vardiyada on iki kişinin yüzde kaçı kaç dakikaya denk geliyor?,matematik
Vardiya planında 12 kişinin yüzde kaçı burada?,matematik
On iki kişinin yüzde kaçı malzeme sayımında?,matematik
Malzeme sayımındaki dört ölçümün yüzde kaçı dakika fark etti?,matematik
Malzeme sayımında on iki kişinin yüzde kaçı kaç dakika sürdü?,matematik
İntikal planında üç deponun yakıt oranını metre ve kilometreye göre nasıl hesaplayalım?,matematik
Vardiyada on iki kişinin yüzde kaçı kaç dakika görev yapacak?,matematik
"Komutanım, intikal için üç depoda toplam yakıt oranı kaç litre eder?",matematik
"Komutanım, ikmal için üç depo yakıt litre ve mililitre olarak ne kadar eder?",matematik
"Komutanım, üç depo arasındaki mesafeyi ikmal hesabı için metreye mi kilometreye mi çevirelim?",matematik
Sekiz kilometreyi saatte dört kilometre hızla kaç saatte yürürüz?,matematik
Üç kilometrelik rota saatte altı kilometreyle ne kadar sürer?,matematik
On iki kilometreyi üç saatte geçtiysek ortalama hızımız kaçtır?,matematik
Altı kilometrelik intikali doksan dakikada tamamlamak için hızımız ne olmalı?,matematik
İki buçuk saatte on kilometre yürüdüysek ortalama hız kaçtır?,matematik
Dokuz yüz metreyi dakikada yetmiş beş metreyle kaç dakikada geçeriz?,matematik
Dört kilometreyi elli dakikada yürürsek saatte kaç kilometre eder?,matematik
Saatte üç kilometreyle yirmi dakika yürürsek kaç metre gideriz?,matematik
On beş kilometreyi üç saatte bitirmek için ortalama hız kaç olmalı?,matematik
"İki kilometre ilerledik, hedef noktaya üç kilometre kaldı; rota toplam kaç kilometre?",matematik
Altı yüz metreyi on dakikada yürüdüysek dakikadaki hızımız kaç metredir?,matematik
Haritada bir santimetre beş yüz metre ise dört santimetre kaç kilometredir?,matematik
Haritada üç santimetre olan rota gerçekte dokuz yüz metreyse ölçek oranı nedir?,matematik
İki nokta haritada beş santimetre uzaklıktaysa ve ölçek 1:25000 ise mesafe kaç metredir?,matematik
1:50000 ölçekli haritada iki santimetre gerçekte kaç kilometredir?,matematik
Gerçekte üç kilometre olan mesafe 1:50000 haritada kaç santimetredir?,matematik
"Haritada sekiz santimetre ölçtüm, her santimetre dört yüz metre ise toplam mesafe nedir?",matematik
"Bir rota haritada 7,5 santimetre ve santimetre başına iki yüz metre; gerçek uzunluk kaçtır?",matematik
1:10000 ölçekli haritada dokuz santimetre gerçekte kaç metredir?,matematik
"İki kontrol noktası arası 1:25000 haritada 3,2 santimetre; gerçek mesafe nedir?",matematik
Haritada 12 santimetre olan parkur gerçekte altı kilometreyse santimetre başına kaç metre düşer?,matematik
"1:50000 haritada 4,5 santimetrelik rota kaç kilometredir?",matematik
Gerçekte 750 metre olan bölüm 1:25000 haritada kaç santimetre görünür?,matematik
"Haritada 2,4 santimetre ölçülen mesafe santimetre başına 500 metre ise kaç kilometredir?",matematik
"Bataryanın yüzde 80'i dolu, kapasite 5000 birimse kullanılabilir miktar kaçtır?",matematik
Bir cihazın şarjı yüzde 60'tan yüzde 35'e düştü; kaç yüzde puan azaldı?,matematik
Yüzde 25'i kalan dört saatlik batarya yaklaşık kaç saat daha dayanır?,matematik
Yüzde 90 dolu güç ünitesinin yüzde 30'u kullanılırsa yüzde kaç kalır?,matematik
Seksen litrelik suyun yüzde 25'i kullanıldıysa kaç litre kalır?,matematik
Kırk porsiyonun yüzde 20'si ayrıldıysa kaç porsiyon kalır?,matematik
Yüz adet malzemenin yüzde 12'si arızalıysa sağlam kaç tane vardır?,matematik
Bir depoda 240 birimin yüzde 30'u kullanıldıysa kaç birim kalır?,matematik
Batarya seviyesi yüzde 75'ten yüzde 45'e indi; başlangıcın yüzde kaçı tüketildi?,matematik
Altmış litrelik yakıtın yüzde 40'ı kaldıysa kaç litre vardır?,matematik
Yüzde 10 yedek payla 200 litre ihtiyaca toplam kaç litre gerekir?,matematik
Bir görev süresinin yüzde 60'ı geçtiyse dört saatin kaç dakikası tamamlanmıştır?,matematik
Elli cihazın yüzde 8'i çalışmıyorsa kaç cihaz kullanılabilir?,matematik
Yüz yirmi litrelik suyun yüzde 15'i yedek tutulursa kullanılabilir miktar kaç litredir?,matematik
On iki kişilik ekipte kişi başı iki paket dağıtırsak kaç paket gerekir?,matematik
Otuz kilogram yükü beş kişiye eşit bölersek kişi başı kaç kilogram düşer?,matematik
Altı ekip için ikişer batarya gerekiyorsa toplam kaç batarya gerekir?,matematik
Üç araçta dörder ilk yardım çantası varsa toplam kaç çanta vardır?,matematik
Yirmi dört litre suyu sekiz kişiye eşit dağıtırsak kişi başı kaç litre düşer?,matematik
On beş kutuyu üç takıma eşit paylaştırırsak takım başına kaç kutu düşer?,matematik
Dört kişiye üç gün boyunca kişi başı iki litre su gerekir; toplam kaç litre?,matematik
Beş cihazın her biri iki batarya kullanıyorsa üç yedekle toplam kaç batarya gerekir?,matematik
Su ve konsantre oranı 4'e 1 ise 15 litre karışımda kaç litre konsantre vardır?,matematik
